-4.	-11.136637304797215
-3.99	-11.12270747635899
-3.98	-11.10876017629406
-3.97	-11.094795338637264
-3.96	-11.080812897006435
-3.95	-11.06681278459875
-3.94	-11.052794934186911
-3.93	-11.038759278115396
-3.92	-11.024705748296594
-3.91	-11.010634276206932
-3.9	-10.996544792882908
-3.89	-10.982437228917153
-3.88	-10.968311514454395
-3.87	-10.954167579187363
-3.86	-10.940005352352687
-3.85	-10.925824762726744
-3.84	-10.911625738621408
-3.83	-10.897408207879776
-3.82	-10.883172097871903
-3.81	-10.86891733549036
-3.8	-10.85464384714585
-3.79	-10.840351558762745
-3.78	-10.826040395774529
-3.77	-10.811710283119176
-3.76	-10.797361145234602
-3.75	-10.782992906053922
-3.74	-10.768605489000635
-3.73	-10.754198816983926
-3.7199999999999998	-10.739772812393687
-3.71	-10.72532739709566
-3.7	-10.7108624924264
-3.69	-10.696378019188263
-3.68	-10.681873897644238
-3.67	-10.667350047512809
-3.66	-10.652806387962679
-3.65	-10.638242837607482
-3.64	-10.623659314500415
-3.63	-10.609055736128745
-3.62	-10.594432019408362
-3.61	-10.57978808067811
-3.6	-10.565123835694244
-3.59	-10.550439199624591
-3.58	-10.535734087042846
-3.57	-10.521008411922633
-3.56	-10.506262087631596
-3.55	-10.49149502692533
-3.54	-10.47670714194134
-3.53	-10.461898344192816
-3.52	-10.44706854456237
-3.51	-10.432217653295695
-3.5	-10.417345579995178
-3.49	-10.402452233613328
-3.48	-10.387537522446209
-3.4699999999999998	-10.372601354126783
-3.46	-10.357643635618066
-3.45	-10.342664273206353
-3.44	-10.327663172494182
-3.4299999999999997	-10.312640238393362
-3.42	-10.297595375117773
-3.41	-10.282528486176169
-3.4	-10.26743947436482
-3.39	-10.25232824176008
-3.38	-10.23719468971089
-3.37	-10.222038718831065
-3.36	-10.206860228991644
-3.35	-10.191659119312984
-3.34	-10.176435288156785
-3.33	-10.161188633118106
-3.32	-10.145919051017122
-3.31	-10.130626437890841
-3.3	-10.11531068898475
-3.29	-10.09997169874422
-3.2800000000000002	-10.084609360805894
-3.27	-10.069223567988978
-3.26	-10.053814212286232
-3.25	-10.038381184855115
-3.24	-10.022924376008472
-3.23	-10.007443675205414
-3.2199999999999998	-9.991938971041828
-3.21	-9.976410151240845
-3.2	-9.960857102643205
-3.19	-9.945279711197413
-3.1799999999999997	-9.929677861949768
-3.17	-9.914051439034298
-3.16	-9.898400325662482
-3.15	-9.882724404112833
-3.14	-9.867023555720431
-3.13	-9.851297660866088
-3.12	-9.835546598965598
-3.11	-9.81977024845861
-3.1	-9.803968486797514
-3.09	-9.788141190436049
-3.08	-9.772288234817772
-3.07	-9.756409494364346
-3.06	-9.740504842463684
-3.05	-9.72457415145785
-3.04	-9.70861729263088
-3.0300000000000002	-9.692634136196272
-3.02	-9.676624551284409
-3.01	-9.660588405929742
-3.	-9.64452556705776
-2.99	-9.62843590047179
-2.98	-9.61231927083956
-2.9699999999999998	-9.596175541679573
-2.96	-9.58000457534727
-2.95	-9.563806233020957
-2.94	-9.547580374687538
-2.9299999999999997	-9.531326859127974
-2.92	-9.515045543902556
-2.91	-9.498736285335942
-2.9	-9.482398938501904
-2.8899999999999997	-9.466033357207927
-2.88	-9.449639393979403
-2.87	-9.433216900043766
-2.86	-9.416765725314178
-2.8499999999999996	-9.400285718373107
-2.84	-9.383776726455508
-2.83	-9.367238595431816
-2.8200000000000003	-9.350671169790616
-2.81	-9.334074292621027
-2.8	-9.317447805594812
-2.79	-9.300791548948183
-2.7800000000000002	-9.284105361463245
-2.77	-9.267389080449252
-2.76	-9.2506425417234
-2.75	-9.233865579591399
-2.74	-9.21705802682768
-2.73	-9.200219714655214
-2.7199999999999998	-9.183350472725099
-2.71	-9.166450129095644
-2.7	-9.149518510211232
-2.69	-9.132555440880719
-2.6799999999999997	-9.115560744255502
-2.67	-9.098534241807188
-2.66	-9.081475753304842
-2.65	-9.064385096791865
-2.6399999999999997	-9.047262088562496
-2.63	-9.03010654313779
-2.62	-9.012918273241235
-2.61	-8.99569708977397
-2.5999999999999996	-8.978442801789408
-2.59	-8.961155216467587
-2.58	-8.943834139088908
-2.5700000000000003	-8.926479373007435
-2.56	-8.909090719623702
