epsilon,n1d_max,nstep,c,nlevel,energy
0.1,10,,-0.10811934755648367,0,-0.785957774789381
0.1,10,,-0.10811934755648367,1,4.210675985299636
0.1,10,,-0.10811934755648367,2,8.297271459511784
0.1,10,,-0.10811934755648367,3,8.297271459511935
0.1,10,,-0.10811934755648367,4,8.297271459511988
0.1,10,,-0.10811934755648367,5,8.297271459512023
0.1,10,,-0.10811934755648367,6,8.297271459512054
0.1,10,,-0.10811934755648367,7,12.313661757252165
0.1,10,,-0.10811934755648367,8,16.59454291902313
0.1,10,,-0.10811934755648367,9,16.594542919023326
0.1,10,,-0.10811934755648367,10,16.594542919023407
0.1,10,,-0.10811934755648367,11,16.594542919023542
0.1,10,,-0.10811934755648367,12,16.594542919023635
0.1,10,,-0.10811934755648367,13,16.594542919023638
0.1,10,,-0.10811934755648367,14,16.594542919023652
0.1,10,,-0.10811934755648367,15,16.59454291902368
0.1,10,,-0.10811934755648367,16,16.594542919023706
0.1,10,,-0.10811934755648367,17,16.594542919023993
0.1,10,,-0.10811934755648367,18,16.594542919024075
0.1,10,,-0.10811934755648367,19,22.24612875831078
0.1,10,,-0.10811934755648367,20,24.891814378535287
0.1,10,,-0.10811934755648367,21,24.89181437853545
0.1,10,,-0.10811934755648367,22,24.891814378535457
0.1,10,,-0.10811934755648367,23,24.891814378535493
0.1,10,,-0.10811934755648367,24,24.89181437853551
0.1,10,,-0.10811934755648367,25,24.891814378535567
0.1,10,,-0.10811934755648367,26,24.891814378535617
0.1,10,,-0.10811934755648367,27,30.127997356382952
0.1,10,,-0.10811934755648367,28,33.18908583804712
0.1,10,,-0.10811934755648367,29,33.1890858380474
0.1,10,,-0.10811934755648367,30,33.189085838047596
0.1,10,,-0.10811934755648367,31,33.18908583804782
0.1,10,,-0.10811934755648367,32,33.18908583804786
0.1,10,,-0.10811934755648367,33,35.83872553409336
0.1,10,,-0.10811934755648367,34,41.4863572975588
0.1,10,,-0.10811934755648367,35,41.48635729755883
0.1,10,,-0.10811934755648367,36,41.48635729755889
0.1,10,,-0.10811934755648367,37,41.48635729755892
0.1,10,,-0.10811934755648367,38,41.48635729755894
0.1,10,,-0.10811934755648367,39,41.48635729755897
0.1,10,,-0.10811934755648367,40,41.48635729755901
0.1,10,,-0.10811934755648367,41,41.48635729755908
0.1,10,,-0.10811934755648367,42,41.48635729755909
0.1,10,,-0.10811934755648367,43,41.48635729755913
0.1,10,,-0.10811934755648367,44,41.48635729755915
0.1,10,,-0.10811934755648367,45,41.48635729755927
0.1,10,,-0.10811934755648367,46,41.48635729755931
0.1,10,,-0.10811934755648367,47,41.48635729755935
0.1,10,,-0.10811934755648367,48,41.486357297559366
0.1,10,,-0.10811934755648367,49,41.48635729755939
0.1,10,,-0.10811934755648367,50,41.48635729755948
0.1,10,,-0.10811934755648367,51,41.48635729755951
0.1,10,,-0.10811934755648367,52,41.48635729755954
0.1,10,,-0.10811934755648367,53,41.48635729755965
0.1,10,,-0.10811934755648367,54,41.486357297559714
0.1,10,,-0.10811934755648367,55,41.48635729755999
0.1,10,,-0.10811934755648367,56,41.48635729756006
0.1,10,,-0.10811934755648367,57,46.43250832569096
0.1,10,,-0.10811934755648367,58,49.78362875707058
0.1,10,,-0.10811934755648367,59,49.78362875707091
0.1,10,,-0.10811934755648367,60,49.78362875707097
0.1,10,,-0.10811934755648367,61,49.78362875707104
0.1,10,,-0.10811934755648367,62,49.78362875707108
0.1,10,,-0.10811934755648367,63,49.78362875707109
0.1,10,,-0.10811934755648367,0,-0.785957774789381
0.1,10,,-0.10811934755648367,1,4.210675985299636
0.1,10,,-0.10811934755648367,2,8.297271459511784
0.1,10,,-0.10811934755648367,3,8.297271459511935
0.1,10,,-0.10811934755648367,4,8.297271459511988
0.1,10,,-0.10811934755648367,5,8.297271459512023
0.1,10,,-0.10811934755648367,6,8.297271459512054
0.1,10,,-0.10811934755648367,7,12.313661757252165
0.1,10,,-0.10811934755648367,8,16.59454291902313
0.1,10,,-0.10811934755648367,9,16.594542919023326
0.1,10,,-0.10811934755648367,10,16.594542919023407
0.1,10,,-0.10811934755648367,11,16.594542919023542
0.1,10,,-0.10811934755648367,12,16.594542919023635
0.1,10,,-0.10811934755648367,13,16.594542919023638
0.1,10,,-0.10811934755648367,14,16.594542919023652
0.1,10,,-0.10811934755648367,15,16.59454291902368
0.1,10,,-0.10811934755648367,16,16.594542919023706
0.1,10,,-0.10811934755648367,17,16.594542919023993
0.1,10,,-0.10811934755648367,18,16.594542919024075
0.1,10,,-0.10811934755648367,19,22.24612875831078
0.1,10,,-0.10811934755648367,20,24.891814378535287
0.1,10,,-0.10811934755648367,21,24.89181437853545
0.1,10,,-0.10811934755648367,22,24.891814378535457
0.1,10,,-0.10811934755648367,23,24.891814378535493
0.1,10,,-0.10811934755648367,24,24.89181437853551
0.1,10,,-0.10811934755648367,25,24.891814378535567
0.1,10,,-0.10811934755648367,26,24.891814378535617
0.1,10,,-0.10811934755648367,27,30.127997356382952
0.1,10,,-0.10811934755648367,28,33.18908583804712
0.1,10,,-0.10811934755648367,29,33.1890858380474
0.1,10,,-0.10811934755648367,30,33.189085838047596
0.1,10,,-0.10811934755648367,31,33.18908583804782
0.1,10,,-0.10811934755648367,32,33.18908583804786
0.1,10,,-0.10811934755648367,33,35.83872553409336
0.1,10,,-0.10811934755648367,34,41.4863572975588
0.1,10,,-0.10811934755648367,35,41.48635729755883
0.1,10,,-0.10811934755648367,36,41.48635729755889
0.1,10,,-0.10811934755648367,37,41.48635729755892
0.1,10,,-0.10811934755648367,38,41.48635729755894
0.1,10,,-0.10811934755648367,39,41.48635729755897
0.1,10,,-0.10811934755648367,40,41.48635729755901
0.1,10,,-0.10811934755648367,41,41.48635729755908
0.1,10,,-0.10811934755648367,42,41.48635729755909
0.1,10,,-0.10811934755648367,43,41.48635729755913
0.1,10,,-0.10811934755648367,44,41.48635729755915
0.1,10,,-0.10811934755648367,45,41.48635729755927
0.1,10,,-0.10811934755648367,46,41.48635729755931
0.1,10,,-0.10811934755648367,47,41.48635729755935
0.1,10,,-0.10811934755648367,48,41.486357297559366
0.1,10,,-0.10811934755648367,49,41.48635729755939
0.1,10,,-0.10811934755648367,50,41.48635729755948
0.1,10,,-0.10811934755648367,51,41.48635729755951
0.1,10,,-0.10811934755648367,52,41.48635729755954
0.1,10,,-0.10811934755648367,53,41.48635729755965
0.1,10,,-0.10811934755648367,54,41.486357297559714
0.1,10,,-0.10811934755648367,55,41.48635729755999
0.1,10,,-0.10811934755648367,56,41.48635729756006
0.1,10,,-0.10811934755648367,57,46.43250832569096
0.1,10,,-0.10811934755648367,58,49.78362875707058
0.1,10,,-0.10811934755648367,59,49.78362875707091
0.1,10,,-0.10811934755648367,60,49.78362875707097
0.1,10,,-0.10811934755648367,61,49.78362875707104
0.1,10,,-0.10811934755648367,62,49.78362875707108
0.1,10,,-0.10811934755648367,63,49.78362875707109
0.06666666666666667,15,,-0.07207973817194202,0,-0.8128816751264676
0.06666666666666667,15,,-0.07207973817194202,1,4.039638401785426
0.06666666666666667,15,,-0.07207973817194202,2,8.297271459510908
0.06666666666666667,15,,-0.07207973817194202,3,8.297271459511657
0.06666666666666667,15,,-0.07207973817194202,4,8.297271459511826
0.06666666666666667,15,,-0.07207973817194202,5,8.297271459512196
0.06666666666666667,15,,-0.07207973817194202,6,8.297271459512467
0.06666666666666667,15,,-0.07207973817194202,7,12.155541563330045
0.06666666666666667,15,,-0.07207973817194202,8,16.59454291902307
0.06666666666666667,15,,-0.07207973817194202,9,16.594542919023134
0.06666666666666667,15,,-0.07207973817194202,10,16.594542919023198
0.06666666666666667,15,,-0.07207973817194202,11,16.59454291902329
0.06666666666666667,15,,-0.07207973817194202,12,16.59454291902338
0.06666666666666667,15,,-0.07207973817194202,13,16.594542919023723
0.06666666666666667,15,,-0.07207973817194202,14,16.594542919023766
0.06666666666666667,15,,-0.07207973817194202,15,16.594542919024274
0.06666666666666667,15,,-0.07207973817194202,16,16.594542919024317
0.06666666666666667,15,,-0.07207973817194202,17,16.594542919024455
0.06666666666666667,15,,-0.07207973817194202,18,16.59454291902505
0.06666666666666667,15,,-0.07207973817194202,19,22.069325941382157
0.06666666666666667,15,,-0.07207973817194202,20,24.89181437853474
0.06666666666666667,15,,-0.07207973817194202,21,24.891814378534846
0.06666666666666667,15,,-0.07207973817194202,22,24.891814378534885
0.06666666666666667,15,,-0.07207973817194202,23,24.891814378535283
0.06666666666666667,15,,-0.07207973817194202,24,24.891814378535866
0.06666666666666667,15,,-0.07207973817194202,25,24.891814378536015
0.06666666666666667,15,,-0.07207973817194202,26,24.891814378536136
0.06666666666666667,15,,-0.07207973817194202,27,29.82322744043633
0.06666666666666667,15,,-0.07207973817194202,28,33.1890858380461
0.06666666666666667,15,,-0.07207973817194202,29,33.18908583804635
0.06666666666666667,15,,-0.07207973817194202,30,33.1890858380466
0.06666666666666667,15,,-0.07207973817194202,31,33.18908583804726
0.06666666666666667,15,,-0.07207973817194202,32,33.18908583804731
0.06666666666666667,15,,-0.07207973817194202,33,35.60403697321583
0.06666666666666667,15,,-0.07207973817194202,34,41.48635729755838
0.06666666666666667,15,,-0.07207973817194202,35,41.48635729755882
0.06666666666666667,15,,-0.07207973817194202,36,41.48635729755886
0.06666666666666667,15,,-0.07207973817194202,37,41.486357297558925
0.06666666666666667,15,,-0.07207973817194202,38,41.48635729755895
0.06666666666666667,15,,-0.07207973817194202,39,41.48635729755904
0.06666666666666667,15,,-0.07207973817194202,40,41.4863572975591
0.06666666666666667,15,,-0.07207973817194202,41,41.48635729755911
0.06666666666666667,15,,-0.07207973817194202,42,41.486357297559145
0.06666666666666667,15,,-0.07207973817194202,43,41.48635729755919
0.06666666666666667,15,,-0.07207973817194202,44,41.486357297559245
0.06666666666666667,15,,-0.07207973817194202,45,41.486357297559394
0.06666666666666667,15,,-0.07207973817194202,46,41.48635729755942
0.06666666666666667,15,,-0.07207973817194202,47,41.48635729755944
0.06666666666666667,15,,-0.07207973817194202,48,41.486357297559515
0.06666666666666667,15,,-0.07207973817194202,49,41.48635729755959
0.06666666666666667,15,,-0.07207973817194202,50,41.4863572975596
0.06666666666666667,15,,-0.07207973817194202,51,41.486357297559614
0.06666666666666667,15,,-0.07207973817194202,52,41.486357297559714
0.06666666666666667,15,,-0.07207973817194202,53,41.48635729755972
0.06666666666666667,15,,-0.07207973817194202,54,41.486357297559906
0.06666666666666667,15,,-0.07207973817194202,55,41.486357297560005
0.06666666666666667,15,,-0.07207973817194202,56,41.486357297560026
0.06666666666666667,15,,-0.07207973817194202,57,46.24721008641895
0.06666666666666667,15,,-0.07207973817194202,58,49.78362875706987
0.06666666666666667,15,,-0.07207973817194202,59,49.78362875707029
0.06666666666666667,15,,-0.07207973817194202,60,49.7836287570703
0.06666666666666667,15,,-0.07207973817194202,61,49.783628757070474
0.06666666666666667,15,,-0.07207973817194202,62,49.783628757070616
0.06666666666666667,15,,-0.07207973817194202,63,49.78362875707067
0.06666666666666667,15,,-0.07207973817194202,64,49.78362875707069
0.06666666666666667,15,,-0.07207973817194202,65,49.7836287570707
0.06666666666666667,15,,-0.07207973817194202,66,49.78362875707073
0.06666666666666667,15,,-0.07207973817194202,67,49.78362875707084
0.06666666666666667,15,,-0.07207973817194202,68,49.783628757070886
0.06666666666666667,15,,-0.07207973817194202,69,49.78362875707099
0.06666666666666667,15,,-0.07207973817194202,70,49.78362875707111
0.06666666666666667,15,,-0.07207973817194202,71,49.783628757071114
0.06666666666666667,15,,-0.07207973817194202,72,49.78362875707119
0.06666666666666667,15,,-0.07207973817194202,73,49.78362875707122
0.06666666666666667,15,,-0.07207973817194202,74,49.783628757071334
0.06666666666666667,15,,-0.07207973817194202,75,49.78362875707148
0.06666666666666667,15,,-0.07207973817194202,76,49.78362875707156
0.06666666666666667,15,,-0.07207973817194202,77,49.78362875707167
0.06666666666666667,15,,-0.07207973817194202,78,49.783628757071725
0.06666666666666667,15,,-0.07207973817194202,79,49.78362875707176
0.06666666666666667,15,,-0.07207973817194202,80,49.78362875707271
0.06666666666666667,15,,-0.07207973817194202,81,61.01507913351168
0.06666666666666667,15,,-0.07207973817194202,82,66.37817167609393
0.06666666666666667,15,,-0.07207973817194202,83,66.378171676094
0.06666666666666667,15,,-0.07207973817194202,84,66.37817167609401
0.06666666666666667,15,,-0.07207973817194202,85,66.37817167609427
0.06666666666666667,15,,-0.07207973817194202,86,66.37817167609441
0.06666666666666667,15,,-0.07207973817194202,87,66.37817167609445
0.06666666666666667,15,,-0.07207973817194202,88,66.37817167609487
0.06666666666666667,15,,-0.07207973817194202,89,66.378171676095
0.06666666666666667,15,,-0.07207973817194202,90,66.37817167609542
0.06666666666666667,15,,-0.07207973817194202,91,66.37817167609565
0.06666666666666667,15,,-0.07207973817194202,92,66.37817167609587
0.06666666666666667,15,,-0.07207973817194202,93,69.23048816747585
0.06666666666666667,15,,-0.07207973817194202,94,74.67544313560522
0.06666666666666667,15,,-0.07207973817194202,95,74.67544313560532
0.06666666666666667,15,,-0.07207973817194202,96,74.67544313560562
0.06666666666666667,15,,-0.07207973817194202,97,74.67544313560583
0.06666666666666667,15,,-0.07207973817194202,98,74.67544313560613
0.06666666666666667,15,,-0.07207973817194202,99,74.67544313560613
0.06666666666666667,15,,-0.07207973817194202,100,74.67544313560634
0.06666666666666667,15,,-0.07207973817194202,101,74.67544313560639
0.06666666666666667,15,,-0.07207973817194202,102,74.67544313560639
0.06666666666666667,15,,-0.07207973817194202,103,74.67544313560644
0.06666666666666667,15,,-0.07207973817194202,104,74.6754431356066
0.06666666666666667,15,,-0.07207973817194202,105,74.67544313560661
0.06666666666666667,15,,-0.07207973817194202,106,74.67544313560668
0.06666666666666667,15,,-0.07207973817194202,107,74.67544313560671
0.06666666666666667,15,,-0.07207973817194202,108,74.67544313560671
0.06666666666666667,15,,-0.07207973817194202,109,74.67544313560677
0.06666666666666667,15,,-0.07207973817194202,110,74.67544313560677
0.06666666666666667,15,,-0.07207973817194202,111,74.67544313560681
0.06666666666666667,15,,-0.07207973817194202,112,74.67544313560681
0.06666666666666667,15,,-0.07207973817194202,113,74.67544313560687
0.06666666666666667,15,,-0.07207973817194202,114,74.67544313560695
0.06666666666666667,15,,-0.07207973817194202,115,74.67544313560708
0.06666666666666667,15,,-0.07207973817194202,116,74.67544313560725
0.06666666666666667,15,,-0.07207973817194202,117,74.67544313560732
0.06666666666666667,15,,-0.07207973817194202,118,74.67544313560732
0.06666666666666667,15,,-0.07207973817194202,119,74.67544313560732
0.06666666666666667,15,,-0.07207973817194202,120,74.6754431356074
0.06666666666666667,15,,-0.07207973817194202,121,74.67544313560745
0.06666666666666667,15,,-0.07207973817194202,122,74.67544313560755
0.06666666666666667,15,,-0.07207973817194202,123,79.5628851801214
0.06666666666666667,15,,-0.07207973817194202,124,82.97271459511741
0.06666666666666667,15,,-0.07207973817194202,125,82.97271459511764
0.06666666666666667,15,,-0.07207973817194202,126,82.97271459511776
0.06666666666666667,15,,-0.07207973817194202,127,82.97271459511792
0.06666666666666667,15,,-0.07207973817194202,128,82.97271459511806
0.06666666666666667,15,,-0.07207973817194202,129,82.97271459511825
0.06666666666666667,15,,-0.07207973817194202,130,82.97271459511852
0.06666666666666667,15,,-0.07207973817194202,131,82.97271459511865
0.06666666666666667,15,,-0.07207973817194202,132,82.97271459511869
0.06666666666666667,15,,-0.07207973817194202,133,82.9727145951187
0.06666666666666667,15,,-0.07207973817194202,134,82.9727145951188
0.06666666666666667,15,,-0.07207973817194202,135,82.9727145951188
0.06666666666666667,15,,-0.07207973817194202,136,82.97271459511882
0.06666666666666667,15,,-0.07207973817194202,137,82.97271459511883
0.06666666666666667,15,,-0.07207973817194202,138,82.97271459511886
0.06666666666666667,15,,-0.07207973817194202,139,82.97271459511904
0.06666666666666667,15,,-0.07207973817194202,140,82.97271459511929
0.06666666666666667,15,,-0.07207973817194202,141,82.97271459511936
0.06666666666666667,15,,-0.07207973817194202,142,82.9727145951194
0.06666666666666667,15,,-0.07207973817194202,143,82.97271459511944
0.06666666666666667,15,,-0.07207973817194202,144,82.97271459511947
0.06666666666666667,15,,-0.07207973817194202,145,82.97271459511956
0.06666666666666667,15,,-0.07207973817194202,146,82.97271459512083
0.06666666666666667,15,,-0.07207973817194202,147,88.06120100465874
0.06666666666666667,15,,-0.07207973817194202,148,91.26998605462914
0.06666666666666667,15,,-0.07207973817194202,149,91.26998605462967
0.06666666666666667,15,,-0.07207973817194202,150,91.26998605462973
0.06666666666666667,15,,-0.07207973817194202,151,91.26998605462978
0.06666666666666667,15,,-0.07207973817194202,152,91.2699860546299
0.06666666666666667,15,,-0.07207973817194202,153,91.26998605462995
0.06666666666666667,15,,-0.07207973817194202,154,91.26998605462998
0.06666666666666667,15,,-0.07207973817194202,155,91.26998605462998
0.06666666666666667,15,,-0.07207973817194202,156,91.2699860546304
0.06666666666666667,15,,-0.07207973817194202,157,91.26998605463062
0.06666666666666667,15,,-0.07207973817194202,158,91.26998605463065
0.06666666666666667,15,,-0.07207973817194202,159,91.26998605463069
0.06666666666666667,15,,-0.07207973817194202,160,91.26998605463086
0.06666666666666667,15,,-0.07207973817194202,161,91.26998605463089
0.06666666666666667,15,,-0.07207973817194202,162,91.26998605463095
0.06666666666666667,15,,-0.07207973817194202,163,91.26998605463096
